# Sedes municipais p/ camada 'Cidades' — gerado por tools/gera_cidades_ibge.py
# Fontes: IBGE (coordenadas/capital + agregado 6579). Corte: pop>=12000
nome,uf,lat,lon,populacao,capital
Bezerros,PE,-8.2328,-35.796,65007,0
Escada,PE,-8.3567,-35.2241,62174,0
Paudalho,PE,-7.9029,-35.1716,59924,0
Limoeiro,PE,-7.8726,-35.4402,59236,0
Moreno,PE,-8.1087,-35.0835,57654,0
Palmares,PE,-8.6842,-35.589,56475,0
Buíque,PE,-8.6195,-37.1606,53489,0
Brejo da Madre de Deus,PE,-8.1493,-36.3741,51308,0
São Bento do Una,PE,-8.5264,-36.4465,51165,0
Timbaúba,PE,-7.5048,-35.3119,47312,0
Bom Conselho,PE,-9.1692,-36.6857,46202,0
Toritama,PE,-8.0096,-36.0637,43921,0
Águas Belas,PE,-9.1113,-37.1226,43822,0
Santa Maria da Boa Vista,PE,-8.7977,-39.8241,42782,0
Afogados da Ingazeira,PE,-7.7431,-37.631,42672,0
Barreiros,PE,-8.8161,-35.1832,42083,0
Lajedo,PE,-8.6579,-36.3293,41960,0
Custódia,PE,-8.0855,-37.6443,39609,0
Bom Jardim,PE,-7.7969,-35.5784,39289,0
São Caetano,PE,-8.3376,-36.2869,39243,0
Bonito,PE,-8.4716,-35.7292,39212,0
Sirinhaém,PE,-8.5878,-35.1126,39171,0
Aliança,PE,-7.604,-35.2227,37349,0
São José do Belmonte,PE,-7.8572,-38.7577,36890,0
Itambé,PE,-7.414,-35.0963,36652,0
Bodocó,PE,-7.7776,-39.9338,36145,0
Petrolândia,PE,-9.0686,-38.3027,36104,0
Sertânia,PE,-8.0685,-37.2684,34271,0
Itaíba,PE,-8.9457,-37.4173,33995,0
Ribeirão,PE,-8.5096,-35.3698,33843,0
Exu,PE,-7.5036,-39.7238,33486,0
Catende,PE,-8.6751,-35.7024,33086,0
São José do Egito,PE,-7.4695,-37.274,32508,0
Trindade,PE,-7.759,-40.2647,32257,0
Nazaré da Mata,PE,-7.7415,-35.2193,32187,0
Cabrobó,PE,-8.5055,-39.3094,31762,0
Floresta,PE,-8.6031,-38.5687,31702,0
Ipubi,PE,-7.6451,-40.1476,30720,0
Caetés,PE,-8.7803,-36.6268,30571,0
Glória do Goitá,PE,-8.0057,-35.2904,30420,0
Passira,PE,-7.9971,-35.5813,29744,0
Itapissuma,PE,-7.768,-34.8971,29669,0
Tabira,PE,-7.5837,-37.5377,29180,0
João Alfredo,PE,-7.8656,-35.5787,28842,0
Ibimirim,PE,-8.5403,-37.7032,28825,0
Tupanatinga,PE,-8.748,-37.3445,28141,0
Inajá,PE,-8.9021,-37.8351,27758,0
Vicência,PE,-7.6566,-35.3139,27151,0
Manari,PE,-8.9649,-37.6313,27046,0
Água Preta,PE,-8.7061,-35.5263,26981,0
Pombos,PE,-8.1398,-35.3967,26942,0
Ilha de Itamaracá,PE,-7.7477,-34.8303,25658,0
Taquaritinga do Norte,PE,-7.8945,-36.0423,25511,0
Condado,PE,-7.5879,-35.0999,25416,0
Canhotinho,PE,-8.8765,-36.1979,25103,0
Lagoa Grande,PE,-8.9945,-40.2767,24951,0
Tacaratu,PE,-9.098,-38.1504,24898,0
São João,PE,-8.8758,-36.3653,24895,0
Agrestina,PE,-8.4597,-35.9447,24680,0
Tamandaré,PE,-8.7567,-35.1033,24670,0
Macaparana,PE,-7.5556,-35.4425,24642,0
Cupira,PE,-8.6243,-35.9518,24343,0
Pedra,PE,-8.4964,-36.94,23671,0
Panelas,PE,-8.6612,-36.0125,23337,0
Vertentes,PE,-7.9016,-35.9681,23127,0
Orobó,PE,-7.7455,-35.5956,22412,0
Feira Nova,PE,-7.947,-35.3801,22222,0
Riacho das Almas,PE,-8.1374,-35.8648,21490,0
Chã Grande,PE,-8.2383,-35.4571,21258,0
Altinho,PE,-8.4848,-36.0644,21134,0
Flores,PE,-7.8584,-37.9715,20776,0
Cachoeirinha,PE,-8.4867,-36.2402,20673,0
São Joaquim do Monte,PE,-8.432,-35.8035,20438,0
Rio Formoso,PE,-8.6592,-35.1532,20388,0
Araçoiaba,PE,-7.7839,-35.0809,19996,0
Lagoa de Itaenga,PE,-7.93,-35.2874,19863,0
Carnaíba,PE,-7.7934,-37.7946,19533,0
São José da Coroa Grande,PE,-8.8894,-35.1515,19511,0
Afrânio,PE,-8.5114,-41.0095,19409,0
Parnamirim,PE,-8.0873,-39.5795,18960,0
Capoeiras,PE,-8.7342,-36.6306,18854,0
Sanharó,PE,-8.361,-36.5696,18812,0
Lagoa do Carro,PE,-7.8438,-35.3108,18804,0
Serrita,PE,-7.9404,-39.2951,18764,0
Belém do São Francisco,PE,-8.7505,-38.9623,18648,0
Amaraji,PE,-8.3769,-35.4501,18335,0
Camocim de São Félix,PE,-8.3587,-35.7653,18018,0
Dormentes,PE,-8.4412,-40.7662,17850,0
Quipapá,PE,-8.8117,-36.0137,17731,0
Correntes,PE,-9.1212,-36.3244,17670,0
Gameleira,PE,-8.5798,-35.3846,17583,0
Iati,PE,-9.0456,-36.8498,17570,0
Venturosa,PE,-8.5788,-36.8742,17563,0
São Vicente Ferrer,PE,-7.5897,-35.4808,17177,0
Itaquitinga,PE,-7.6637,-35.1002,17142,0
Jataúba,PE,-7.9767,-36.4943,16328,0
Cumaru,PE,-8.0083,-35.6957,16215,0
Jupi,PE,-8.709,-36.4126,16022,0
Ferreiros,PE,-7.4467,-35.2373,15955,0
Triunfo,PE,-7.8327,-38.0978,15141,0
Mirandiba,PE,-8.1211,-38.7388,14605,0
Santa Maria do Cambucá,PE,-7.8368,-35.8941,14586,0
Jatobá,PE,-9.1748,-38.2607,14477,0
Alagoinha,PE,-8.4665,-36.7788,14460,0
Tracunhaém,PE,-7.8023,-35.2314,14439,0
Primavera,PE,-8.33,-35.3544,14380,0
Santa Cruz,PE,-8.2415,-40.3434,14342,0
Lagoa dos Gatos,PE,-8.6602,-35.904,14333,0
Tacaimbó,PE,-8.3087,-36.3,14330,0
Itapetim,PE,-7.3718,-37.1863,14236,0
Orocó,PE,-8.6103,-39.6026,14129,0
Saloá,PE,-8.9723,-36.691,14125,0
Frei Miguelinho,PE,-7.9392,-35.9113,14055,0
Jurema,PE,-8.7071,-36.1347,14002,0
Chã de Alegria,PE,-8.0068,-35.204,13496,0
Casinhas,PE,-7.7408,-35.7206,13468,0
São Benedito do Sul,PE,-8.8166,-35.9453,13456,0
Joaquim Nabuco,PE,-8.6228,-35.5288,13416,0
Buenos Aires,PE,-7.7245,-35.3182,13276,0
Paranatama,PE,-8.9187,-36.6549,12778,0
Carnaubeira da Penha,PE,-8.318,-38.7512,12712,0
Barra de Guabiraba,PE,-8.4207,-35.6585,12601,0
Lagoa do Ouro,PE,-9.1257,-36.4584,12367,0
Santa Filomena,PE,-8.1669,-40.6079,12360,0
Jucati,PE,-8.702,-36.4871,12023,0
Teresina,PI,-5.0919,-42.8034,905692,1
Parnaíba,PI,-2.9059,-41.7754,170491,0
Picos,PI,-7.0772,-41.467,86701,0
Piripiri,PI,-4.2716,-41.7716,67887,0
Floriano,PI,-6.7718,-43.0241,64393,0
Altos,PI,-5.0389,-42.4612,50094,0
Barras,PI,-4.2447,-42.2922,49703,0
União,PI,-4.5857,-42.8583,47896,0
Campo Maior,PI,-4.8217,-42.1641,47119,0
José de Freitas,PI,-4.7515,-42.5746,44689,0
Esperantina,PI,-3.8886,-42.2324,42710,0
São Raimundo Nonato,PI,-9.0124,-42.6987,41139,0
Oeiras,PI,-7.0191,-42.1283,39687,0
Pedro II,PI,-4.4258,-41.4482,39072,0
Miguel Alves,PI,-4.1686,-42.8963,33074,0
Luís Correia,PI,-2.8844,-41.6641,31901,0
Bom Jesus,PI,-9.0712,-44.359,30658,0
Piracuruca,PI,-3.9333,-41.7088,29721,0
Cocal,PI,-3.4728,-41.5546,29302,0
Corrente,PI,-10.4333,-45.1633,28381,0
Batalha,PI,-4.0223,-42.0787,27129,0
Uruçuí,PI,-7.2394,-44.5577,26779,0
Luzilândia,PI,-3.4683,-42.3718,26143,0
Valença do Piauí,PI,-6.403,-41.7375,23025,0
São João do Piauí,PI,-8.3547,-42.2559,22137,0
Paulistana,PI,-8.1344,-41.1431,21633,0
Buriti dos Lopes,PI,-3.1826,-41.8695,20130,0
Castelo do Piauí,PI,-5.3187,-41.5499,19669,0
Canto do Buriti,PI,-8.1111,-42.9517,19639,0
Água Branca,PI,-5.8886,-42.637,18095,0
Pio IX,PI,-6.83,-40.6083,17948,0
São Miguel do Tapuio,PI,-5.4973,-41.3165,17911,0
Jaicós,PI,-7.3623,-41.1371,17789,0
Amarante,PI,-6.243,-42.8433,17594,0
Regeneração,PI,-6.2312,-42.6842,17400,0
Demerval Lobão,PI,-5.3587,-42.6776,17139,0
Inhuma,PI,-6.665,-41.7041,15268,0
Simões,PI,-7.5911,-40.8137,14664,0
Simplício Mendes,PI,-7.8529,-41.9075,14437,0
Joaquim Pires,PI,-3.5016,-42.1865,14265,0
São Pedro do Piauí,PI,-5.9208,-42.7192,14055,0
Baixa Grande do Ribeiro,PI,-7.849,-45.219,13983,0
Elesbão Veloso,PI,-6.1995,-42.1355,13743,0
Alto Longá,PI,-5.2563,-42.2096,13729,0
Palmeirais,PI,-5.9709,-43.056,13458,0
Porto,PI,-3.8881,-42.6998,12323,0
Curitiba,PR,-25.4195,-49.2646,1830795,1
Londrina,PR,-23.304,-51.1691,581382,0
Maringá,PR,-23.4205,-51.9333,429660,0
Ponta Grossa,PR,-25.0916,-50.1668,375632,0
Cascavel,PR,-24.9573,-53.459,368195,0
São José dos Pinhais,PR,-25.5313,-49.2031,349880,0
Foz do Iguaçu,PR,-25.5427,-54.5827,297352,0
Colombo,PR,-25.2925,-49.2262,241672,0
Guarapuava,PR,-25.3902,-51.4623,189630,0
Fazenda Rio Grande,PR,-25.6624,-49.3073,165943,0
Araucária,PR,-25.5859,-49.4047,162247,0
Toledo,PR,-24.7246,-53.7412,160701,0
Paranaguá,PR,-25.5161,-48.5225,150104,0
Campo Largo,PR,-25.4525,-49.529,144504,0
Apucarana,PR,-23.55,-51.4635,134910,0
Pinhais,PR,-25.4429,-49.1927,131255,0
Sarandi,PR,-23.4441,-51.876,128106,0
Piraquara,PR,-25.4422,-49.0624,127433,0
Almirante Tamandaré,PR,-25.3188,-49.3037,125861,0
Arapongas,PR,-23.4153,-51.4259,124838,0
Umuarama,PR,-23.7656,-53.3201,123059,0
Cambé,PR,-23.2766,-51.2798,110923,0
Campo Mourão,PR,-24.0463,-52.378,104122,0
Francisco Beltrão,PR,-26.0817,-53.0535,102312,0
Pato Branco,PR,-26.2292,-52.6706,97821,0
Paranavaí,PR,-23.0816,-52.4617,96209,0
Cianorte,PR,-23.6599,-52.6054,82988,0
Telêmaco Borba,PR,-24.3245,-50.6176,77479,0
Rolândia,PR,-23.3101,-51.3659,75818,0
Castro,PR,-24.7891,-50.0108,75644,0
Irati,PR,-25.4697,-50.6493,61004,0
Marechal Cândido Rondon,PR,-24.557,-54.0571,58734,0
Medianeira,PR,-25.2977,-54.0943,57910,0
União da Vitória,PR,-26.2273,-51.0873,56560,0
Ibiporã,PR,-23.2659,-51.0522,53276,0
Prudentópolis,PR,-25.2111,-50.9754,50946,0
Campina Grande do Sul,PR,-25.3044,-49.0551,50600,0
Palmas,PR,-26.4839,-51.9888,50238,0
Paiçandu,PR,-23.4555,-52.046,48695,0
Dois Vizinhos,PR,-25.7407,-53.057,47589,0
Lapa,PR,-25.7671,-49.7168,45878,0
Cornélio Procópio,PR,-23.1829,-50.6498,45720,0
Santo Antônio da Platina,PR,-23.2959,-50.0815,45628,0
Guaratuba,PR,-25.8817,-48.5752,44913,0
Marialva,PR,-23.4843,-51.7928,44749,0
São Mateus do Sul,PR,-25.8677,-50.384,43490,0
Matinhos,PR,-25.8237,-48.549,42063,0
Jacarezinho,PR,-23.1591,-49.9739,41493,0
Rio Branco do Sul,PR,-25.1892,-49.3115,40308,0
Assis Chateaubriand,PR,-24.4168,-53.5213,38357,0
Mandaguari,PR,-23.5446,-51.671,38313,0
Palotina,PR,-24.2868,-53.8404,37039,0
Jaguariaíva,PR,-24.2439,-49.7066,36384,0
Palmeira,PR,-25.4257,-50.007,34948,0
Pitanga,PR,-24.7588,-51.7596,34527,0
Mandaguaçu,PR,-23.3458,-52.0944,34521,0
Ivaiporã,PR,-24.2485,-51.6754,33566,0
Itaperuçu,PR,-25.2193,-49.3454,33310,0
Laranjeiras do Sul,PR,-25.4077,-52.4109,33179,0
Pontal do Paraná,PR,-25.6735,-48.5111,33131,0
Guaíra,PR,-24.085,-54.2573,33058,0
Rio Negro,PR,-26.095,-49.7982,31951,0
Campo Magro,PR,-25.3687,-49.4501,31888,0
Bandeirantes,PR,-23.1078,-50.3704,31747,0
Quedas do Iguaçu,PR,-25.4492,-52.9102,31423,0
Imbituva,PR,-25.2285,-50.5989,30849,0
Pinhão,PR,-25.6944,-51.6536,30451,0
São Miguel do Iguaçu,PR,-25.3492,-54.2405,30416,0
Ibaiti,PR,-23.8478,-50.1932,29464,0
Mandirituba,PR,-25.777,-49.3282,29104,0
Goioerê,PR,-24.1835,-53.0248,28931,0
Nova Esperança,PR,-23.182,-52.2031,27142,0
Santa Helena,PR,-24.8585,-54.336,26461,0
Arapoti,PR,-24.1548,-49.8285,26325,0
Astorga,PR,-23.2318,-51.6668,26203,0
Ubiratã,PR,-24.5393,-52.9865,25732,0
Quatro Barras,PR,-25.3673,-49.0763,25397,0
Santa Terezinha de Itaipu,PR,-25.4391,-54.402,25300,0
Santo Antônio do Sudoeste,PR,-26.0737,-53.7251,24980,0
Reserva,PR,-24.6492,-50.8466,24878,0
Cruzeiro do Oeste,PR,-23.7799,-53.0774,24859,0
Ortigueira,PR,-24.2058,-50.9185,24706,0
Carambeí,PR,-24.9152,-50.0986,24469,0
Siqueira Campos,PR,-23.6875,-49.8304,24031,0
Coronel Vivida,PR,-25.9767,-52.5641,24010,0
Piraí do Sul,PR,-24.5306,-49.9433,23977,0
Loanda,PR,-22.9232,-53.1362,23966,0
Cambará,PR,-23.0423,-50.0753,23393,0
Colorado,PR,-22.8374,-51.9743,23313,0
Jandaia do Sul,PR,-23.6011,-51.6448,21930,0
Chopinzinho,PR,-25.8515,-52.5173,21604,0
Capanema,PR,-25.6691,-53.8055,21088,0
Tibagi,PR,-24.5153,-50.4176,20374,0
Ampére,PR,-25.9168,-53.4686,20337,0
Cafelândia,PR,-24.6189,-53.3207,20145,0
Realeza,PR,-25.7711,-53.526,20097,0
Contenda,PR,-25.6788,-49.535,20006,0
Andirá,PR,-23.0533,-50.2304,19989,0
Wenceslau Braz,PR,-23.8742,-49.8032,19398,0
Matelândia,PR,-25.2496,-53.9935,19223,0
Morretes,PR,-25.4744,-48.8345,19089,0
Quitandinha,PR,-25.8734,-49.4973,18882,0
Terra Roxa,PR,-24.1575,-54.0988,18636,0
Altônia,PR,-23.8759,-53.8958,18634,0
Tijucas do Sul,PR,-25.9311,-49.195,18458,0
Terra Boa,PR,-23.7683,-52.447,18168,0
Antonina,PR,-25.4386,-48.7191,18140,0
Corbélia,PR,-24.7971,-53.3006,17933,0
Carlópolis,PR,-23.4269,-49.7235,17788,0
Sengés,PR,-24.1129,-49.4616,17256,0
Mangueirinha,PR,-25.9421,-52.1743,16737,0
Marmeleiro,PR,-26.1472,-53.0267,16605,0
Faxinal,PR,-24.0077,-51.3227,16596,0
Tapejara,PR,-23.7315,-52.8735,16326,0
Cerro Azul,PR,-26.0891,-52.8691,16287,0
Sertanópolis,PR,-23.0571,-51.0399,16210,0
Iporã,PR,-24.0083,-53.706,16102,0
Campina da Lagoa,PR,-24.5893,-52.7976,16014,0
Jaguapitã,PR,-23.1104,-51.5342,15908,0
Cruz Machado,PR,-26.0166,-51.343,15759,0
Salto do Lontra,PR,-25.7813,-53.3135,15706,0
Bituruna,PR,-26.1607,-51.5518,15650,0
Candói,PR,-25.5758,-52.0409,15174,0
Cândido de Abreu,PR,-24.5649,-51.3372,15081,0
Imbaú,PR,-24.448,-50.7533,15068,0
Bela Vista do Paraíso,PR,-22.9937,-51.1927,14982,0
Terra Rica,PR,-22.7111,-52.6188,14961,0
Araruna,PR,-23.9315,-52.5021,14894,0
Clevelândia,PR,-26.4043,-52.3508,14833,0
Rebouças,PR,-25.6232,-50.6877,14825,0
Capitão Leônidas Marques,PR,-25.4816,-53.6112,14776,0
Planalto,PR,-25.7211,-53.7642,14722,0
Manoel Ribas,PR,-24.5144,-51.6658,14675,0
Santa Izabel do Oeste,PR,-25.8217,-53.4801,14462,0
Piên,PR,-26.0965,-49.4336,14409,0
Nova Aurora,PR,-24.5289,-53.2575,14331,0
Ipiranga,PR,-25.0238,-50.5794,14317,0
Rio Bonito do Iguaçu,PR,-25.4874,-52.5292,14297,0
Alto Paraná,PR,-23.1312,-52.3189,14183,0
Rio Azul,PR,-25.7306,-50.7985,14174,0
Turvo,PR,-25.0437,-51.5282,14101,0
Santa Tereza do Oeste,PR,-25.0543,-53.6274,13938,0
São João do Triunfo,PR,-25.683,-50.2949,13899,0
Balsa Nova,PR,-25.5804,-49.6291,13867,0
Curiúva,PR,-24.0362,-50.4576,13784,0
Guaraniaçu,PR,-25.0968,-52.8755,13770,0
Paraíso do Norte,PR,-23.2824,-52.6054,13728,0
Mallet,PR,-25.8806,-50.8173,13681,0
Mamborê,PR,-24.317,-52.5271,13551,0
Peabiru,PR,-23.914,-52.3431,13494,0
Assaí,PR,-23.3697,-50.8459,13477,0
Ivaí,PR,-25.0067,-50.857,13476,0
Bocaiúva do Sul,PR,-25.2066,-49.1141,13405,0
Nova Prata do Iguaçu,PR,-25.6309,-53.3469,13340,0
Ribeirão do Pinhal,PR,-23.4091,-50.3601,13158,0
Nova Londrina,PR,-22.7639,-52.9868,13074,0
Palmital,PR,-24.8853,-52.2029,12879,0
Itapejara d'Oeste,PR,-25.9619,-52.8152,12869,0
Ribeirão Claro,PR,-23.1941,-49.7597,12856,0
Pérola,PR,-23.8039,-53.6834,12389,0
Engenheiro Beltrão,PR,-23.797,-52.2659,12347,0
Joaquim Távora,PR,-23.4987,-49.909,12341,0
Nova Laranjeiras,PR,-25.3054,-52.5447,12298,0
São João,PR,-25.8214,-52.7252,12297,0
Jardim Alegre,PR,-24.1809,-51.6902,12138,0
Itaipulândia,PR,-25.1366,-54.3001,12116,0
Rio de Janeiro,RJ,-22.9129,-43.2003,6730729,1
São Gonçalo,RJ,-22.8268,-43.0634,960196,0
Duque de Caxias,RJ,-22.7858,-43.3049,866225,0
Nova Iguaçu,RJ,-22.7556,-43.4603,843220,0
Campos dos Goytacazes,RJ,-21.7622,-41.3181,519259,0
Belford Roxo,RJ,-22.764,-43.3992,518384,0
Niterói,RJ,-22.8832,-43.1034,516787,0
São João de Meriti,RJ,-22.8058,-43.3729,466503,0
Petrópolis,RJ,-22.52,-43.1926,294926,0
Volta Redonda,RJ,-22.5202,-44.0996,279971,0
Macaé,RJ,-22.3768,-41.7848,264439,0
Magé,RJ,-22.6632,-43.0315,244142,0
Itaboraí,RJ,-22.7565,-42.8639,240127,0
Cabo Frio,RJ,-22.8894,-42.0286,238438,0
Maricá,RJ,-22.9354,-42.8246,212470,0
Nova Friburgo,RJ,-22.2932,-42.5377,203417,0
Barra Mansa,RJ,-22.5481,-44.1752,181679,0
Angra dos Reis,RJ,-23.0011,-44.3196,179142,0
Mesquita,RJ,-22.8028,-43.4601,178830,0
Teresópolis,RJ,-22.4165,-42.9752,176735,0
Rio das Ostras,RJ,-22.5174,-41.9475,168455,0
Nilópolis,RJ,-22.8057,-43.4233,155500,0
Queimados,RJ,-22.7102,-43.5518,149135,0
Araruama,RJ,-22.8697,-42.3326,137906,0
Resende,RJ,-22.4705,-44.4509,137697,0
Itaguaí,RJ,-22.8636,-43.7798,124021,0
São Pedro da Aldeia,RJ,-22.8429,-42.1026,110677,0
Itaperuna,RJ,-21.1997,-41.8799,107297,0
Japeri,RJ,-22.6435,-43.6602,102171,0
Barra do Piraí,RJ,-22.4715,-43.8269,98506,0
Saquarema,RJ,-22.9292,-42.5099,95315,0
Seropédica,RJ,-22.7526,-43.7155,84794,0
Três Rios,RJ,-22.1165,-43.2185,82319,0
Valença,RJ,-22.2445,-43.7129,71449,0
Cachoeiras de Macacu,RJ,-22.4658,-42.6523,59861,0
Rio Bonito,RJ,-22.7181,-42.6276,59126,0
Guapimirim,RJ,-22.5347,-42.9895,54311,0
Casimiro de Abreu,RJ,-22.4812,-42.2066,48636,0
Paraty,RJ,-23.2221,-44.7175,47668,0
São Francisco de Itabapoana,RJ,-21.4702,-41.1091,47397,0
Paraíba do Sul,RJ,-22.1585,-43.304,44479,0
Santo Antônio de Pádua,RJ,-21.541,-42.1832,43697,0
Mangaratiba,RJ,-22.9594,-44.0409,43660,0
Paracambi,RJ,-22.6078,-43.7108,43627,0
Armação dos Búzios,RJ,-22.7528,-41.8846,42527,0
São Fidélis,RJ,-21.6551,-41.756,41212,0
São João da Barra,RJ,-21.638,-41.0446,38740,0
Bom Jesus do Itabapoana,RJ,-21.1449,-41.6822,37176,0
Vassouras,RJ,-22.4059,-43.6686,35907,0
Tanguá,RJ,-22.7423,-42.7202,32865,0
Arraial do Cabo,RJ,-22.9774,-42.0267,32822,0
Itatiaia,RJ,-22.4897,-44.5675,32713,0
Paty do Alferes,RJ,-22.4309,-43.4285,31370,0
Bom Jardim,RJ,-22.1545,-42.4251,29758,0
Iguaba Grande,RJ,-22.8495,-42.2299,29616,0
Piraí,RJ,-22.6215,-43.9081,29066,0
Miracema,RJ,-21.4148,-42.1938,28416,0
Miguel Pereira,RJ,-22.4572,-43.4803,28142,0
Pinheiral,RJ,-22.5172,-44.0022,25096,0
Itaocara,RJ,-21.6748,-42.0758,23645,0
Quissamã,RJ,-22.1031,-41.4693,23142,0
São José do Vale do Rio Preto,RJ,-22.1525,-42.9327,22813,0
Silva Jardim,RJ,-22.6574,-42.3961,22028,0
Conceição de Macabu,RJ,-22.0834,-41.8719,21770,0
Cordeiro,RJ,-22.0267,-42.3648,21448,0
Porto Real,RJ,-22.4175,-44.2952,21089,0
Cantagalo,RJ,-21.9797,-42.3664,19995,0
Sapucaia,RJ,-21.9949,-42.9142,18291,0
Mendes,RJ,-22.5245,-43.7312,18048,0
Rio Claro,RJ,-22.72,-44.1419,17951,0
Porciúncula,RJ,-20.9632,-42.0465,17832,0
Carmo,RJ,-21.931,-42.6046,17741,0
Sumidouro,RJ,-22.0485,-42.6761,15693,0
Natividade,RJ,-21.039,-41.9697,15551,0
Cambuci,RJ,-21.5691,-41.9187,15069,0
Italva,RJ,-21.4296,-41.7014,14518,0
Carapebus,RJ,-22.1821,-41.663,14329,0
Quatis,RJ,-22.4045,-44.2597,14165,0
Cardoso Moreira,RJ,-21.4846,-41.6165,13407,0
Engenheiro Paulo de Frontin,RJ,-22.5498,-43.6827,12644,0
Areal,RJ,-22.2283,-43.1118,12239,0
Natal,RN,-5.7936,-35.1986,784249,1
Mossoró,RN,-5.1837,-37.3474,278587,0
Parnamirim,RN,-5.9112,-35.271,271713,0
São Gonçalo do Amarante,RN,-5.7907,-35.3257,124495,0
Macaíba,RN,-5.8523,-35.3552,87056,0
Ceará-Mirim,RN,-5.6432,-35.4247,83543,0
Extremoz,RN,-5.7014,-35.3048,68584,0
Caicó,RN,-6.4544,-37.1067,63338,0
Açu,RN,-5.5836,-36.914,59099,0
São José de Mipibu,RN,-6.0773,-35.2417,50053,0
Currais Novos,RN,-6.2548,-36.5146,42922,0
Santa Cruz,RN,-6.2248,-36.0193,39101,0
Apodi,RN,-5.6535,-37.7946,37486,0
Nova Cruz,RN,-6.4751,-35.4286,35523,0
João Câmara,RN,-5.5409,-35.8122,34849,0
Touros,RN,-5.2018,-35.4621,34767,0
Nísia Floresta,RN,-6.0933,-35.1991,34325,0
Pau dos Ferros,RN,-6.105,-38.2077,32123,0
Canguaretama,RN,-6.3719,-35.1281,30789,0
Goianinha,RN,-6.2649,-35.1943,28422,0
Baraúna,RN,-5.0698,-37.6129,28415,0
Macau,RN,-5.1079,-36.6318,28350,0
Areia Branca,RN,-4.9525,-37.1252,24607,0
São Miguel,RN,-6.2028,-38.4947,24422,0
Monte Alegre,RN,-6.0706,-35.3253,23953,0
Santo Antônio,RN,-6.312,-35.4739,22793,0
Parelhas,RN,-6.6849,-36.6566,22242,0
Caraúbas,RN,-5.7839,-37.5586,20182,0
Jucurutu,RN,-6.0306,-37.009,18304,0
Tibau do Sul,RN,-6.1918,-35.0866,18080,0
São Paulo do Potengi,RN,-5.8994,-35.7642,17371,0
Lagoa Nova,RN,-6.0934,-36.4703,16203,0
Guamaré,RN,-5.1062,-36.3222,16076,0
Ipanguaçu,RN,-5.4898,-36.8501,14560,0
Jardim de Piranhas,RN,-6.3766,-37.3496,14446,0
Pedro Velho,RN,-6.4356,-35.2195,14197,0
Alexandria,RN,-6.4053,-38.0142,14058,0
Upanema,RN,-5.6376,-37.2635,14048,0
Serra do Mel,RN,-5.1772,-37.0242,13819,0
Arês,RN,-6.1883,-35.1608,13681,0
Tangará,RN,-6.1965,-35.7989,13583,0
Alto do Rodrigues,RN,-5.2819,-36.75,12874,0
Santana do Matos,RN,-5.946,-36.6578,12722,0
Brejinho,RN,-6.1857,-35.3591,12638,0
Poço Branco,RN,-5.6223,-35.6635,12565,0
Pendências,RN,-5.2564,-36.7095,12499,0
Governador Dix-Sept Rosado,RN,-5.4489,-37.5183,12231,0
Porto Velho,RO,-8.7608,-63.8999,517709,1
Ji-Paraná,RO,-10.8777,-61.9322,140101,0
Vilhena,RO,-12.7502,-60.1488,109651,0
Ariquemes,RO,-9.9057,-63.0325,109170,0
Cacoal,RO,-11.4343,-61.4562,98280,0
Rolim de Moura,RO,-11.7271,-61.7714,62959,0
Jaru,RO,-10.4318,-62.4788,55682,0
Guajará-Mirim,RO,-10.7889,-65.3296,43594,0
Pimenta Bueno,RO,-11.672,-61.198,39220,0
Ouro Preto do Oeste,RO,-10.7167,-62.2565,38684,0
Machadinho D'Oeste,RO,-9.4436,-61.9818,34149,0
Espigão D'Oeste,RO,-11.5266,-61.0252,32842,0
Buritis,RO,-10.1943,-63.8324,30649,0
Nova Mamoré,RO,-10.4077,-65.3346,28701,0
Candeias do Jamari,RO,-8.7907,-63.7005,24313,0
Alta Floresta D'Oeste,RO,-11.9283,-61.9953,22787,0
São Miguel do Guaporé,RO,-11.6953,-62.7192,22305,0
Presidente Médici,RO,-11.169,-61.8986,20443,0
São Francisco do Guaporé,RO,-12.052,-63.568,17557,0
Alto Paraíso,RO,-9.7143,-63.3188,17467,0
Cerejeiras,RO,-13.187,-60.8168,16966,0
Colorado do Oeste,RO,-13.1174,-60.5454,16508,0
Nova Brasilândia D'Oeste,RO,-11.7247,-62.3127,16374,0
Cujubim,RO,-9.3606,-62.5846,15877,0
Alvorada D'Oeste,RO,-11.3463,-62.2847,13720,0
Costa Marques,RO,-12.4367,-64.228,13510,0
Seringueiras,RO,-11.8055,-63.0182,12965,0
Alto Alegre dos Parecis,RO,-12.132,-61.835,12237,0
Monte Negro,RO,-10.2458,-63.29,12168,0
Boa Vista,RR,2.8238,-60.6753,485477,1
Rorainópolis,RR,0.94,-60.4389,37787,0
Alto Alegre,RR,2.9886,-61.3072,23589,0
Pacaraima,RR,4.4799,-61.1477,23112,0
Caracaraí,RR,1.8277,-61.1304,22750,0
Cantá,RR,2.6099,-60.6058,21102,0
Mucajaí,RR,2.44,-60.9096,20006,0
Normandia,RR,3.8853,-59.6204,16323,0
Uiramutã,RR,4.6031,-60.1815,16186,0
Amajari,RR,3.6457,-61.3692,16112,0
Bonfim,RR,3.3616,-59.8333,15570,0
Caroebe,RR,0.8842,-59.6959,12004,0
